0 0 0
0 0.0666667 0
0 0.133333 0
0 0.2 0
0 0.266667 0
0 0.333333 1
0 0.4 1
0 0.466667 1
0 0.533333 1
0 0.6 1
0 0.666667 1
0 0.733333 1
0 0.8 1
0 0.866667 0
0 0.933333 0
0 1 0
0.0005 0 0
0.0005 0.0666667 0
0.0005 0.133333 0
0.0005 0.2 0
0.0005 0.266667 0.1445
0.0005 0.333333 0.8555
0.0005 0.4 1
0.0005 0.466667 1
0.0005 0.533333 1
0.0005 0.6 1
0.0005 0.666667 1
0.0005 0.733333 1
0.0005 0.8 0.8555
0.0005 0.866667 0.1445
0.0005 0.933333 0
0.0005 1 0
0.001 0 0
0.001 0.0666667 0
0.001 0.133333 0
0.001 0.2 0.0208802
0.001 0.266667 0.226359
0.001 0.333333 0.773641
0.001 0.4 0.97912
0.001 0.466667 1
0.001 0.533333 1
0.001 0.6 1
0.001 0.666667 1
0.001 0.733333 0.97912
0.001 0.8 0.773641
0.001 0.866667 0.226359
0.001 0.933333 0.0208802
0.001 1 0
0.0015 0 0
0.0015 0.0666667 0
0.0015 0.133333 0.0030172
0.0015 0.2 0.0475548
0.0015 0.266667 0.27575
0.0015 0.333333 0.72425
0.0015 0.4 0.952445
0.0015 0.466667 0.996983
0.0015 0.533333 1
0.0015 0.6 1
0.0015 0.666667 0.996983
0.0015 0.733333 0.952445
0.0015 0.8 0.72425
0.0015 0.866667 0.27575
0.0015 0.933333 0.0475548
0.0015 1 0.0030172
0.002 0 0
0.002 0.0666667 0.000435985
0.002 0.133333 0.00901689
0.002 0.2 0.0740933
0.002 0.266667 0.307584
0.002 0.333333 0.692416
0.002 0.4 0.925907
0.002 0.466667 0.990983
0.002 0.533333 0.999564
0.002 0.6 0.999564
0.002 0.666667 0.990983
0.002 0.733333 0.925907
0.002 0.8 0.692416
0.002 0.866667 0.307584
0.002 0.933333 0.0740933
0.002 1 0.00901689
0.0025 0 6.29998e-05
0.0025 0.0666667 0.00161293
0.0025 0.133333 0.0171805
0.0025 0.2 0.0984291
0.0025 0.266667 0.329453
0.0025 0.333333 0.670547
0.0025 0.4 0.901571
0.0025 0.466667 0.98282
0.0025 0.533333 0.998324
0.0025 0.6 0.998324
0.0025 0.666667 0.98282
0.0025 0.733333 0.901571
0.0025 0.8 0.670547
0.0025 0.866667 0.329453
0.0025 0.933333 0.0984291
0.0025 1 0.0171175
0.003 0 0.000277861
0.003 0.0666667 0.00363847
0.003 0.133333 0.0266714
0.003 0.2 0.120072
0.003 0.266667 0.345358
0.003 0.333333 0.654642
0.003 0.4 0.879928
0.003 0.466667 0.973319
0.003 0.533333 0.996084
0.003 0.6 0.996084
0.003 0.666667 0.973319
0.003 0.733333 0.879928
0.003 0.8 0.654642
0.003 0.866667 0.345358
0.003 0.933333 0.120063
0.003 1 0.0263935
0.0035 0 0.000723318
0.0035 0.0666667 0.00648112
0.0035 0.133333 0.0368395
0.0035 0.2 0.139129
0.0035 0.266667 0.357496
0.0035 0.333333 0.642504
0.0035 0.4 0.86087
0.0035 0.466667 0.963114
0.0035 0.533333 0.992794
0.0035 0.6 0.992794
0.0035 0.666667 0.963114
0.0035 0.733333 0.86087
0.0035 0.8 0.642504
0.0035 0.866667 0.357494
0.0035 0.933333 0.139083
0.0035 1 0.0361148
0.004 0 0.0014508
0.004 0.0666667 0.0100359
0.004 0.133333 0.0472335
0.004 0.2 0.155902
0.004 0.266667 0.367125
0.004 0.333333 0.632874
0.004 0.4 0.84409
0.004 0.466667 0.952628
0.004 0.533333 0.988505
0.004 0.6 0.988505
0.004 0.666667 0.952628
0.004 0.733333 0.84409
0.004 0.8 0.632874
0.004 0.866667 0.367118
0.004 0.933333 0.155764
0.004 1 0.0457751
0.0045 0 0.00248171
0.0045 0.0666667 0.0141704
0.0045 0.133333 0.0575611
0.0045 0.2 0.170721
0.0045 0.266667 0.375004
0.0045 0.333333 0.624994
0.0045 0.4 0.829253
0.0045 0.466667 0.942129
0.0045 0.533333 0.983321
0.0045 0.6 0.983321
0.0045 0.666667 0.942129
0.0045 0.733333 0.829253
0.0045 0.8 0.624993
0.0045 0.866667 0.374979
0.0045 0.933333 0.170411
0.0045 1 0.055054
0.005 0 0.00381212
0.005 0.0666667 0.0187514
0.005 0.133333 0.0676428
0.005 0.2 0.183889
0.005 0.266667 0.381609
0.005 0.333333 0.618386
0.005 0.4 0.816048
0.005 0.466667 0.931771
0.005 0.533333 0.977369
0.005 0.6 0.977369
0.005 0.666667 0.931771
0.005 0.733333 0.816048
0.005 0.8 0.618382
0.005 0.866667 0.381546
0.005 0.933333 0.183302
0.005 1 0.0637678
0.0055 0 0.00541999
0.0055 0.0666667 0.0236575
0.0055 0.133333 0.0773755
0.0055 0.2 0.195662
0.0055 0.266667 0.387253
0.0055 0.333333 0.612734
0.0055 0.4 0.804208
0.0055 0.466667 0.921638
0.0055 0.533333 0.97078
0.0055 0.6 0.97078
0.0055 0.666667 0.921638
0.0055 0.733333 0.804207
0.0055 0.8 0.612722
0.0055 0.866667 0.387123
0.0055 0.933333 0.194676
0.0055 1 0.0718261
0.006 0 0.00727211
0.006 0.0666667 0.0287844
0.006 0.133333 0.0867056
0.006 0.2 0.206254
0.006 0.266667 0.39215
0.006 0.333333 0.60782
0.006 0.4 0.793509
0.006 0.466667 0.91177
0.006 0.533333 0.963679
0.006 0.6 0.963679
0.006 0.666667 0.91177
0.006 0.733333 0.793506
0.006 0.8 0.607792
0.006 0.866667 0.391913
0.006 0.933333 0.204733
0.006 1 0.079199
0.0065 0 0.00932982
0.0065 0.0666667 0.0340455
0.0065 0.133333 0.0956108
0.0065 0.2 0.215841
0.0065 0.266667 0.396452
0.0065 0.333333 0.603488
0.0065 0.4 0.783765
0.0065 0.466667 0.902182
0.0065 0.533333 0.956178
0.0065 0.6 0.956178
0.0065 0.666667 0.902182
0.0065 0.733333 0.78376
0.0065 0.8 0.603433
0.0065 0.866667 0.39606
0.0065 0.933333 0.213641
0.0065 1 0.0858943
0.007 0 0.0115531
0.007 0.0666667 0.0393703
0.007 0.133333 0.104088
0.007 0.2 0.224566
0.007 0.266667 0.400271
0.007 0.333333 0.599621
0.007 0.4 0.774826
0.007 0.466667 0.892873
0.007 0.533333 0.948376
0.007 0.6 0.948376
0.007 0.666667 0.892872
0.007 0.733333 0.774815
0.007 0.8 0.599525
0.007 0.866667 0.399666
0.007 0.933333 0.221541
0.007 1 0.0919419
0.0075 0 0.0139032
0.0075 0.0666667 0.0447024
0.0075 0.133333 0.112145
0.0075 0.2 0.232546
0.0075 0.266667 0.403688
0.0075 0.333333 0.596132
0.0075 0.4 0.766567
0.0075 0.466667 0.883836
0.0075 0.533333 0.940356
0.0075 0.6 0.940355
0.0075 0.666667 0.883833
0.0075 0.733333 0.766545
0.0075 0.8 0.595975
0.0075 0.866667 0.402806
0.0075 0.933333 0.228553
0.0075 1 0.0973834
0.008 0 0.0163447
0.008 0.0666667 0.0499974
0.008 0.133333 0.119798
0.008 0.2 0.239878
0.008 0.266667 0.406766
0.008 0.333333 0.592952
0.008 0.4 0.758885
0.008 0.466667 0.875057
0.008 0.533333 0.932188
0.008 0.6 0.932188
0.008 0.666667 0.875052
0.008 0.733333 0.758845
0.008 0.8 0.592709
0.008 0.866667 0.40554
0.008 0.933333 0.234778
0.008 1 0.102265
0.0085 0 0.0188457
0.0085 0.0666667 0.0552207
0.0085 0.133333 0.127063
0.0085 0.2 0.246642
0.0085 0.266667 0.409555
0.0085 0.333333 0.590025
0.0085 0.4 0.751694
0.0085 0.466667 0.866526
0.0085 0.533333 0.923933
0.0085 0.6 0.923932
0.0085 0.666667 0.866517
0.0085 0.733333 0.751631
0.0085 0.8 0.58967
0.0085 0.866667 0.407911
0.0085 0.933333 0.240305
