0	0.494864
1	0.244894
2	0.122389
3	0.09083
4	0.0680932
5	0.0529376
6	0.0448917
7	0.0385629
8	0.0334069
9	0.0292182
10	0.0262752
11	0.0239195
12	0.0218404
13	0.0200119
14	0.018403
15	0.0170644
16	0.0160086
17	0.015039
18	0.0141502
19	0.0133361
20	0.0125899
21	0.0119053
22	0.0113477
23	0.0108427
24	0.0103687
25	0.00992385
26	0.00950645
27	0.00911466
28	0.00874672
29	0.00840263
30	0.00811659
31	0.00784398
32	0.00758423
33	0.00733677
34	0.00710099
35	0.0068763
36	0.00666211
37	0.00645786
38	0.00626318
39	0.00609665
40	0.00593634
41	0.00578202
42	0.00563347
43	0.00549046
44	0.00535277
45	0.00522018
46	0.00509248
47	0.00496944
48	0.00485088
49	0.00474355
50	0.00464308
51	0.00454567
52	0.0044512
53	0.0043596
54	0.00427076
55	0.00418458
56	0.00410099
57	0.00401988
58	0.00394118
59	0.00386479
60	0.00379065
61	0.00372427
62	0.0036598
63	0.00359695
64	0.00353567
65	0.00347592
66	0.00341766
67	0.00336084
68	0.00330543
69	0.00325138
70	0.00319865
71	0.00314721
72	0.00309702
73	0.00304804
74	0.00300324
75	0.00295986
76	0.0029174
77	0.00287583
78	0.00283513
79	0.00279528
80	0.00275626
81	0.00271805
82	0.00268063
83	0.00264398
84	0.00260809
85	0.00257293
86	0.00253848
87	0.00250473
88	0.00247242
89	0.00244212
90	0.00241236
91	0.00238314
92	0.00235444
93	0.00232625
94	0.00229855
95	0.00227135
96	0.00224463
97	0.00221838
98	0.00219259
99	0.00216725
100	0.00214236
101	0.00211789
102	0.00209385
103	0.00207022
104	0.00204752
105	0.00202604
106	0.00200489
107	0.00198407
108	0.00196357
109	0.00194338
110	0.0019235
111	0.00190392
112	0.00188464
113	0.00186565
114	0.00184695
115	0.00182853
116	0.00181039
117	0.00179252
118	0.00177491
119	0.00175757
120	0.00174048
121	0.00172365
122	0.00170794
123	0.00169247
124	0.0016772
125	0.00166215
126	0.00164729
127	0.00163263
128	0.00161816
129	0.00160389
130	0.0015898
131	0.0015759
132	0.00156219
133	0.00154865
134	0.00153529
135	0.0015221
136	0.00150908
137	0.00149624
138	0.00148355
139	0.00147104
140	0.00145873
141	0.00144714
142	0.00143569
143	0.00142438
144	0.00141319
145	0.00140214
146	0.00139121
147	0.00138042
148	0.00136974
149	0.00135919
150	0.00134877
151	0.00133846
152	0.00132827
153	0.0013182
154	0.00130825
155	0.00129841
156	0.00128868
157	0.00127906
158	0.00126955
159	0.00126014
160	0.00125085
161	0.00124198
162	0.00123331
163	0.00122472
164	0.00121623
165	0.00120782
166	0.00119951
167	0.00119127
168	0.00118312
169	0.00117506
170	0.00116708
171	0.00115918
172	0.00115135
173	0.00114361
174	0.00113595
175	0.00112837
176	0.00112086
177	0.00111343
178	0.00110607
179	0.00109878
180	0.00109157
181	0.00108443
182	0.00107737
183	0.00107068
184	0.00106404
185	0.00105747
186	0.00105096
187	0.00104451
188	0.00103811
189	0.00103178
190	0.0010255
191	0.00101929
192	0.00101312
193	0.00100702
194	0.00100097
195	0.000994972
196	0.000989031
197	0.000983143
198	0.000977308
199	0.000971526
200	0.000965795
201	0.000960116
202	0.000954487
203	0.000948909
204	0.00094338
205	0.0009379
206	0.000932667
207	0.000927498
208	0.000922373
209	0.000917289
210	0.000912248
211	0.000907248
212	0.000902289
213	0.000897371
214	0.000892494
215	0.000887656
216	0.000882857
217	0.000878098
218	0.000873377
219	0.000868695
220	0.00086405
221	0.000859443
222	0.000854874
223	0.000850341
224	0.000845844
225	0.000841383
226	0.000836959
227	0.000832569
228	0.000828215
229	0.000823895
230	0.000819682
231	0.000815591
232	0.00081153
233	0.0008075
234	0.000803499
235	0.000799528
236	0.000795587
237	0.000791675
238	0.000787792
239	0.000783937
240	0.000780111
241	0.000776313
242	0.000772542
243	0.0007688
244	0.000765084
245	0.000761396
246	0.000757735
247	0.0007541
248	0.000750492
249	0.00074691
250	0.000743353
251	0.000739823
252	0.000736317
253	0.000732837
254	0.000729382
255	0.000725952
256	0.000722633
257	0.000719372
258	0.000716132
259	0.000712915
260	0.000709719
261	0.000706544
262	0.000703391
263	0.000700259
264	0.000697148
265	0.000694058
266	0.000690988
267	0.000687938
268	0.000684909
269	0.0006819
270	0.000678911
271	0.000675942
272	0.000672992
